\Pi_{1}=\frac{\lambda_{TAS}*W_{TAS}}{c_{TAS}},\Pi_{2}=\frac{\mu_{TAS}}{\lambda_{TAS}},\Pi_{3}=\frac{\chi_{TAS}}{\lambda_{TAS}},\Pi_{4}=\frac{K_{TAS}}{c_{TAS}},\Pi_{5}=\frac{L_{TAS}}{c_{TAS}},O=\Pi_{Occ}=\frac{L}{K},\eta=\Pi_{Eff}=\frac{K*\chi}{c*\mu},S=\Pi_{Stall}=\ln\left(\frac{\lambda*W}{K}\right),\Pi_{Stall},\Pi_{Occ},\Pi_{Eff}
253667.25834829776,0.10059628086437662,1.0,13.0,0.11184774837368737,0.008603672951822105,129.22942963991414,19512.866026792137,19512.866026792137,0.008603672951822105,129.22942963991414
10910.44900489703,1.3791647726415168,1.0,14.0,6.051882058001761,0.4322772898572686,10.151071342393537,779.3177860640735,779.3177860640735,0.4322772898572686,10.151071342393537
716915.2218295655,0.5549717448885607,1.0,7.0,0.30063417844014895,0.04294773977716413,12.613254754808484,102416.46026136649,102416.46026136649,0.04294773977716413,12.613254754808484
87895.940999518,3.0973015234245582,1.0,5.5,2.5870119363459763,0.47036580660835936,1.7757392873777678,15981.080181730547,15981.080181730547,0.47036580660835936,1.7757392873777678
1267509.1083062477,0.44272880790740193,1.0,6.5,0.2327706714986446,0.03581087253825302,14.68167393651848,195001.4012778843,195001.4012778843,0.03581087253825302,14.68167393651848
691321.9356031377,0.36972452870157985,1.0,6.0,0.19140328810360313,0.03190054801726719,16.228298460670572,115220.32260052295,115220.32260052295,0.03190054801726719,16.228298460670572
829450.102975966,0.6062017536687826,1.0,3.5,0.3333391435311911,0.09523975529462603,5.773655352888232,236985.74370741882,236985.74370741882,0.09523975529462603,5.773655352888232
124160.70312843054,0.1280543692184485,1.0,15.0,0.1468604976018935,0.009790699840126234,117.13774462792,8277.380208562035,8277.380208562035,0.009790699840126234,117.13774462792
667711.2170027761,0.9204423806797285,1.0,4.0,0.5783758664570571,0.14459396661426427,4.345736445823017,166927.80425069403,166927.80425069403,0.14459396661426427,4.345736445823017
856233.8989482702,0.44075883671096305,1.0,6.0,0.2316289321914733,0.03860482203191221,13.612886459119654,142705.6498247117,142705.6498247117,0.03860482203191221,13.612886459119654
654050.1188398442,0.47360835175136246,1.0,7.5,0.25087213516547363,0.03344961802206315,15.835869389265737,87206.68251197923,87206.68251197923,0.03344961802206315,15.835869389265737
1038525.4729355604,0.6777707752723406,1.0,8.0,0.38285342740531575,0.04785667842566447,11.803400636130194,129815.68411694505,129815.68411694505,0.04785667842566447,11.803400636130194
213287.87541106157,0.540500870186308,1.0,7.0,1.117582948171638,0.15965470688166256,12.950950472266834,30469.69648729451,30469.69648729451,0.15965470688166256,12.950950472266834
305486.05766554014,0.22422624796040858,1.0,12.0,0.28903557363842225,0.024086297803201852,53.51737412168993,25457.171472128342,25457.171472128342,0.024086297803201852,53.51737412168993
383897.29936615814,0.22213216530199884,1.0,9.0,0.28556250842242714,0.031729167602491906,40.51641952782519,42655.25548512868,42655.25548512868,0.031729167602491906,40.51641952782519
513797.3143305611,0.44511641204197205,1.0,7.0,0.7898331771262029,0.11283331101802899,15.726223097206173,73399.6163329373,73399.6163329373,0.11283331101802899,15.726223097206173
660587.1422752275,0.3542636103508351,1.0,3.5,0.18286299575608717,0.0522465702160249,9.879648650714852,188739.18350720784,188739.18350720784,0.0522465702160249,9.879648650714852
324443.0165759525,1.059631017049836,1.0,3.5,0.705259461758977,0.2015027033597077,3.3030365699793305,92698.00473598643,92698.00473598643,0.2015027033597077,3.3030365699793305
138317.19913487553,0.8420373238780012,1.0,7.0,2.6250247177297483,0.3750035311042497,8.31317068911092,19759.59987641079,19759.59987641079,0.3750035311042497,8.31317068911092
