\Pi_{1}=\frac{\lambda_{TAS}*W_{TAS}}{c_{TAS}},\Pi_{2}=\frac{\mu_{TAS}}{\lambda_{TAS}},\Pi_{3}=\frac{\chi_{TAS}}{\lambda_{TAS}},\Pi_{4}=\frac{K_{TAS}}{c_{TAS}},\Pi_{5}=\frac{L_{TAS}}{c_{TAS}},O=\Pi_{Occ}=\frac{L}{K},\eta=\Pi_{Eff}=\frac{\chi}{\mu},S=\Pi_{Stall}=\ln\left(\frac{\lambda*W}{K}\right),\Pi_{Occ},\Pi_{Eff},\Pi_{Stall}
22058.06963536993,2.284737032426672,1.0,9.0,4.078692813090228,0.3737598258615763,1.189286597720653,7.804209206854199,0.3737598258615763,1.189286597720653,7.804209206854199
367707.5164826701,1.0274474847156596,1.0,5.5,0.6953069461454588,0.11904396901564555,0.7067776051753893,11.110295016746194,0.11904396901564555,0.7067776051753893,11.110295016746194
144541.83184283762,0.38557136858349395,1.0,7.0,0.6236186502139871,0.08534099639891957,0.32611259506136603,9.935414089354577,0.08534099639891957,0.32611259506136603,9.935414089354577
373563.30992147286,0.8080019291746076,1.0,5.5,0.4826447056232959,0.08411463642209871,0.5922223289907693,11.126094681442208,0.08411463642209871,0.5922223289907693,11.126094681442208
397218.8049359637,0.3820734785807214,1.0,3.5,0.1982610325852104,0.05509974948114562,0.3235848922249465,11.639479585292051,0.05509974948114562,0.3235848922249465,11.639479585292051
486567.4186653724,0.21803390153845845,1.0,2.5,0.11031923430509097,0.04318179397523261,0.19723800267577038,12.178840018100741,0.04318179397523261,0.19723800267577038,12.178840018100741
174601.02661281452,0.20796567855270687,1.0,10.0,0.26257120270601025,0.025918319904744927,0.1889376873148837,9.76767370923206,0.025918319904744927,0.1889376873148837,9.76767370923206
274975.1865552413,0.2538287479864418,1.0,2.0,0.2902974061874706,0.13553450027118955,0.22620186828082092,11.831288961316787,0.13553450027118955,0.22620186828082092,11.831288961316787
96823.67691085796,1.2414712672264774,1.0,6.0,2.795275288073255,0.3824552089915989,0.8071324659840106,9.68888737037636,0.3824552089915989,0.8071324659840106,9.68888737037636
56666.63117988878,0.2800219287789604,1.0,4.5,0.14281046333088354,0.031242489401752407,0.24687720964334,9.440863404429974,0.031242489401752407,0.24687720964334,9.440863404429974
1756998.845365499,0.37233893650976374,1.0,6.0,0.19285359117371148,0.031636511430122596,0.31651653706718647,12.587358240781885,0.031636511430122596,0.31651653706718647,12.587358240781885
429982.3154937937,1.115393468375132,1.0,3.0,0.736335377073122,0.2194929966933437,0.749240832252294,11.872887071404264,0.2194929966933437,0.749240832252294,11.872887071404264
96254.28200531195,1.348722165843258,1.0,5.5,1.1749019811319734,0.1936064274654593,0.8538714210497768,9.770000647346045,0.1936064274654593,0.8538714210497768,9.770000647346045
