\Pi_{1}=\frac{\lambda_{TAS}*W_{TAS}}{c_{TAS}},\Pi_{2}=\frac{\mu_{TAS}}{\lambda_{TAS}},\Pi_{3}=\frac{\chi_{TAS}}{\lambda_{TAS}},\Pi_{4}=\frac{K_{TAS}}{c_{TAS}},\Pi_{5}=\frac{L_{TAS}}{c_{TAS}},O=\Pi_{Occ}=\frac{L}{K},\eta=\Pi_{Eff}=\frac{\chi}{\mu},S=\Pi_{Stall}=\ln(\frac{\lambda*W}{K}),\Pi_{Occ},\Pi_{Eff},\Pi_{Stall}
22035625.819399927,0.7610162520849693,1.0,3.0,0.0013006985283573814,0.0004335661761191271,0.7610162520849693,15.80955890448268,0.0004335661761191271,0.7610162520849693,15.80955890448268
118106135.89246154,0.24825504525810266,1.0,2.0,0.3761823102155588,0.1880911551077794,0.24825504525810266,17.893947071250896,0.1880911551077794,0.24825504525810266,17.893947071250896
174921444.74875873,0.9602138981240657,1.0,8.0,0.8124753965495186,0.10155942456868983,0.9602138981240657,16.90040604801282,0.10155942456868983,0.9602138981240657,16.90040604801282
9835144.661787985,0.6965885821391171,1.0,3.0,0.02403209903485287,0.00801069967828429,0.6965885821391171,15.002860734932764,0.00801069967828429,0.6965885821391171,15.002860734932764
1387511.2815805045,0.6496309167278361,1.0,9.0,5.355028649000367e-06,5.95003183222263e-07,0.6496309167278361,11.945804164514993,5.95003183222263e-07,0.6496309167278361,11.945804164514993
278512.5746225815,0.3981171641152097,1.0,2.0,0.010203177561164692,0.005101588780582346,0.3981171641152097,11.844078488996823,0.005101588780582346,0.3981171641152097,11.844078488996823
749154.8704792496,0.32986319829470434,1.0,6.0,0.013799021527766272,0.0022998369212943784,0.32986319829470434,11.734949550555433,0.0022998369212943784,0.32986319829470434,11.734949550555433
151816.9604539516,0.35673376704660725,1.0,4.5,0.0012121940589047819,0.00026937645753439594,0.35673376704660725,10.426383110389578,0.00026937645753439594,0.35673376704660725,10.426383110389578
24904149.974001445,0.09833698756580532,1.0,8.0,0.014265911260936804,0.0017832389076171005,0.09833698756580532,14.951103792722026,0.0017832389076171005,0.09833698756580532,14.951103792722026
3131426.549855917,1.4384375522700714,1.0,1.5,0.0010268376180859818,0.0006845584120573211,1.4384375522700714,14.551534596319987,0.0006845584120573211,1.4384375522700714,14.551534596319987
